id,name,yearpublished,minplayers,maxplayers,description,average,bayesaverage,playingtime,minage,thumbnail,image
932,Top Race,1996,2,6,reissue kramers niki laudas formel   tweaksmake money possible finish line place advanced race money bettingthis game base run bettingeach player get   credit deck quotspeed cardsquot shuffle divide player sort card order wantnow quotcontestant cardsquot stack face card match colour player pawn red yellow blue green purple white auction card figure buy help quotspeed cardsquot bidding start   credit raise   credit player   quotcontestant cardquotthe player buy card start play quotspeed cardquot ,,,30,1,,
933,New Orleans Big Band,1990,3,6,player compete assemble jazz band french quarter singer wo nt work drummer trumpet player wo nt play banjo band saxophonist jump value clarinet player try assemble good band round   player start trade start player good singer s argument singoff   nominate sdj    german text card make difficult enjoy nongerman speaker,,,30,1,,
934,Die Kette von Saba,1984,3,7,extrapolate session reportthe theme game base legendary necklace saba go grave owner death sadly dastardly grave robber plunder tomb valuable gem comprise necklace scatter globe wealthy sheik anxious reassemble necklace present gift lovely bride player charge task assist sheik attempt purchase gem auction reassemble necklace proper fashionthe board depict frame necklace space   miss gem total   gem deck ultimately prove forgery depend number player player receive     gem begin game   gem reveal ,,,30,1,,
935,Australian Rails,1994,2,6,rail fan experience thrill own building operate railroad land underexplore outback build rail empire mountain desert build fortune beware dangerous sandstorm flooding river stretch rail vast continentaustralia rail awardwinning empire builderreg series game complete standalone adventure world railroad   specially design board use crayon draw rail linesit crayon rail game,,,30,1,,
936,The Fury of Dracula,1987,2,4,premise fury dracula similar scotland yard additional rule combat event encounter player secretly control dracula player vampire hunter cooperate locate defeat himdracula countryside evade hunter leave minion encounter uncover wake hide new vampire europe hunter destroy dark prince declare victorious rule daymeanwhile hunter try locate destroy dracula succeed raise empire undead vampire occupy space dark minion vampire dracula combat system determine resultswill hunter able stem tide darkness eu,,,30,1,,
937,1825 Unit 1,1995,2,5,  francis treshams quot revisedquot xx game release   distinct module unit   unit     unit   broadly cover area   southern board   unit   cover remainder england scotland unit   cover area   northern board unit number expansion kit introduce extra money train tile company phase currently regional kit cover area england scotland wale include base unitsthe rule largely   improvement survey party optional track build way xx title stock market largely multiple leap market allow dividend high train r,,,30,1,,
938,Enchanted Forest,1981,2,6,treasure hide tree forest tree tree peek treasure find remember hide king ask treasure player race reach castle right informationthe   version wizard oz minor rule tweak accommodate fourplayer game essentially gamein   ravensburger release dutch version theme fairy tale forest eftele attraction park title eftele sprookjesspel,,,30,1,,
939,Star Wars: The Queen's Gambit,2000,2,4,base battle end star war episode phantom menace   battle plain gungan force droid army attempt naboo force lead queen amidala storm palace capture trade federation viceroy fight darth maul jedi knights space battle anakin starfighter destroy droid control shipthe force represent   plastic miniature separate board include threelevel palace   action drive deck card   turn simultaneously choose action card hand place order   action carry time alternate side   combat resolve special attack defense d,,,30,1,,
940,Karawane,1990,3,5,th century emperor kublai khan   successor legendary chenghis khan   reign east asia time competition hold annually purpose find clever good camel driver realmkarawane   player involve camel race object bid limited supply water chip round camel land certain oasis spot   player collect good silk player get good end   leg desert race win,,,30,1,,
941,Turbo Taxi,2000,2,4,flickwerk neat little competitive puzzle game similar feel ricochet robot multiple set player participate gameeach player identical set   tile display network computer cable set shuffle place face centre x grid represent room cabling flow marker place edge grid represent point cabling leave grid card centre pile turn player rearrange tile form valid network centre tile display connect ldquoperimeterrdquo marker complete valid network win centre tile   vp rearrange perimeter marker wish turn card,,,30,1,,
942,Snail's Pace,2000,2,6,snail race championship include   circuit   turn player play time speed card   action card play try far forward shoot opponent push wall   snail start race   shell point help survive obstacle opponent trick   end race   snail score point depend rank   fun light game allreimplemente     snail race,,,30,1,,
"943,Ligretto,ligretto player deck card card   color unique symbol identify card theirs start round player lay   card depend number player face create row place faceup stack card see card row create ligretto stack hold remain card hand face downplay time player try ligretto stack player   card faceup stack play center table   card color   center table place   card   card central pile play ascend order colorif player nt play reveal card stack hand count group lay face reveal card play card central pile long rule meta soon player empty ligretto stack round end player score   point card central pile lose   point card remain ligretto stack version game player high score win version player sort card play round player reach   point winninga rule variant ligretto allow player play card ligretto stack card hand card row number descend order color adjacent card identical,1988,1.1837,6.18566,5.91703,1.63073,2,4,7.2,61.0,4,""['3', '4']"",7189,20,126,283,10,10,10,8,3723,0,4,0,5,0,Ligretto (Schmidt Spiele),0,https://cf.geekdo-images.com/BQ6UyXXeivndO4F9Hu8CHw__original/img/vHmnrTRfyetzHO1iLIfRtF4Jv6I=/0x0/filters:format(jpeg)/pic1306961.jpg,2978,21926,21926,974,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0",,0,0,0,,,,30,1,,
944,MagÂ·Blast,1998,2,6,magblast spacetheme card game player try blast player universe player assume command race being power signify flag ship card center battle formation flag ship surround side attack ship ship yard   ship turn discard card draw reinforce ship play combination   card play attack defense card possible blast away opponent outer ship protection attack flag ship hopefully destroy eliminate gamereimplemente     magblast second edition     magblast edition,,,30,1,,
947,Trivia for Dummies,1998,3,4,trivium quotdummiesquot way   player give hand card contain answer   number   true false color   player read question play right answer get advance board read question,,,30,1,,
948,Dao,1999,2,2,designerpublishercomponent   x board   set   piece   playersbeginne   x form player piece align quotdiagonallyquot cornersthe game consist simple rule way win piece straight line include diagonally far possible jump way win arrange piece straight line board diagonally occupy corner form x square board   antisocial strategy trap opponent piece corner lose mensa select,,,30,1,,
